date,ndvi
2018-03-23,0.5642136979415947
2018-03-28,0.5646485274274369
2018-04-02,0.5693252737361891
2018-04-07,0.5707426994323761
2018-04-12,0.5638447276819241
2018-04-17,0.5485527945734903
2018-04-22,0.5268618287311758
2018-04-27,0.5032922502256502
2018-05-02,0.4733699757484459
2018-05-07,0.4422383341878821
2018-05-12,0.4110634673924988
2018-05-17,0.3765370029428758
2018-05-22,0.3428210008721668
2018-05-28,0.310121727001811
2018-06-02,0.2758219817100634
2018-06-07,0.2409828303075287
2018-06-12,0.2067408508231123
2018-06-17,0.1744474201046613
2018-06-22,0.1455844871001807
2018-06-27,0.1207016888982712
2018-07-02,0.096783714138171
2018-07-07,0.0754679157526987
2018-07-12,0.0547441005333287
2018-07-17,0.0358046902370639
2018-07-22,0.0176833703023296
2018-07-27,0.0038004936571772
2018-08-01,-0.0081693108055647
2018-08-06,-0.0177035133479482
2018-08-12,-0.0261770815391951
2018-08-17,-0.0322980075080207
2018-08-22,-0.0370729177648053
2018-08-27,-0.0391569170921291
2018-09-01,-0.0396563818792541
2018-09-06,-0.0395063907453832
2018-09-11,-0.0379215803911234
2018-09-16,-0.0339561240680945
2018-09-21,-0.0294881603840834
2018-09-26,-0.0221846126765988
2018-10-01,-0.0120233727248389
2018-10-06,0.0003175826524884
2018-10-11,0.0138714820767704
2018-10-16,0.0282173729570915
2018-10-22,0.0423269515217399
2018-10-27,0.0567640161874926
2018-11-01,0.0670997774861446
2018-11-06,0.0758002027422968
2018-11-11,0.081035188090666
2018-11-16,0.0823632586503843
2018-11-21,0.086474784376109
2018-11-26,0.0952247441137208
2018-12-01,0.1062522815533032
2018-12-06,0.1188518126125133
2018-12-11,0.133335446758573
2018-12-16,0.152677011193681
2018-12-21,0.1754055895322568
2018-12-26,0.2059733033882015
2019-01-01,0.2402619471640071
2019-01-06,0.2762208433185568
2019-01-11,0.3104844138724106
2019-01-16,0.3414835440151965
2019-01-21,0.368753409481975
2019-01-26,0.3935003864973812
2019-01-31,0.4171273257083323
2019-02-05,0.4429646991358597
2019-02-10,0.4705920541020308
2019-02-15,0.4983295192127365
2019-02-20,0.5219457102945125
2019-02-25,0.5390785471125452
2019-03-02,0.5459191667767548
2019-03-07,0.5498090328087814
2019-03-12,0.554129272205733
2019-03-18,0.5560998343814174
2019-03-23,0.5539589742616444
2019-03-28,0.5488278501454981
2019-04-02,0.5419362910719543
2019-04-07,0.5352109789234872
2019-04-12,0.5302890770107409
2019-04-17,0.5257242422571081
2019-04-22,0.5164981326396871
2019-04-27,0.5007598806659439
2019-05-02,0.4806076900873217
2019-05-07,0.4554721427755626
2019-05-12,0.425504798557003
2019-05-17,0.3941664602155326
2019-05-22,0.3603627492735297
2019-05-28,0.3239728419340383
2019-06-02,0.285848589923456
2019-06-07,0.2459902259598934
2019-06-12,0.205593128182318
2019-06-17,0.1677491808300849
2019-06-22,0.1330345077608087
2019-06-27,0.1009996441050506
2019-07-02,0.0717667151573643
2019-07-07,0.0456558634694886
2019-07-12,0.0229323187375204
2019-07-17,0.0043455367178287
2019-07-22,-0.0103424584088125
2019-07-27,-0.0215016453472311
2019-08-01,-0.0305375380738685
2019-08-06,-0.0381212352942946
2019-08-12,-0.0449388503420063
2019-08-17,-0.0512008121069203
2019-08-22,-0.0561275062889701
2019-08-27,-0.0595673299658677
2019-09-01,-0.061456449420946
2019-09-06,-0.0629150403656896
2019-09-11,-0.0648281987399935
2019-09-16,-0.0653831969643971
2019-09-21,-0.0660567693773232
2019-09-26,-0.0653844812236174
2019-10-01,-0.0642525575569857
2019-10-06,-0.0623300128854294
2019-10-11,-0.0591819142928319
2019-10-16,-0.0537151761799805
2019-10-22,-0.0450802653824282
2019-10-27,-0.0329673392797638
2019-11-01,-0.0157455869039208
2019-11-06,0.0066923092722714
2019-11-11,0.0339930400562777
2019-11-16,0.0668762646667251
2019-11-21,0.102863026660592
2019-11-26,0.1383756729033485
2019-12-01,0.175140747699682
2019-12-06,0.2155633582778708
2019-12-11,0.2579968688381144
2019-12-16,0.3015727753801064
2019-12-21,0.3433421515398129
2019-12-26,0.3808777387722104
2020-01-01,0.4166808430784253
2020-01-06,0.4527980651229916
2020-01-11,0.4880571606712838
2020-01-16,0.5199317332618418
2020-01-21,0.5468036421350138
2020-01-26,0.5664689519430289
2020-01-31,0.5842544337821344
2020-02-05,0.598524010359542
2020-02-10,0.6101644928338387
2020-02-15,0.6194545913133346
2020-02-20,0.6246258808520637
2020-02-25,0.6232757537866831
2020-03-01,0.6182367774243709
2020-03-06,0.609801668056209
2020-03-11,0.6012294963382714
2020-03-17,0.5906426839100805
2020-03-22,0.5782373949030983
2020-03-27,0.5628551413089812
2020-04-01,0.5461565133951557
2020-04-06,0.5285999055112752
2020-04-11,0.5124164206900844
2020-04-16,0.496138969466098
2020-04-21,0.4786572450996929
2020-04-26,0.4569472998023243
2020-05-01,0.4285447521802467
2020-05-06,0.396218327204788
2020-05-11,0.3599926154232928
2020-05-16,0.3221256893121302
2020-05-21,0.2822385286367952
2020-05-27,0.2412848639423463
2020-06-01,0.200925931935417
2020-06-06,0.1628008180058932
2020-06-11,0.1292264809320991
2020-06-16,0.0998118508527537
2020-06-21,0.0738899145580616
2020-06-26,0.0499542790788889
2020-07-01,0.0290378508340845
2020-07-06,0.0116106342214176
2020-07-11,-0.0037098456422987
2020-07-16,-0.0175317415224735
2020-07-21,-0.0304176279109901
2020-07-26,-0.0427346908953116
2020-07-31,-0.0537447917147456
2020-08-05,-0.0630374500934928
2020-08-11,-0.0710388504704324
2020-08-16,-0.0765945213794728
2020-08-21,-0.0793755200765014
2020-08-26,-0.0788341487905322
2020-08-31,-0.0763776453358882
2020-09-05,-0.071926652835798
2020-09-10,-0.0656850151194804
2020-09-15,-0.0575019136108818
2020-09-20,-0.0463588790333916
2020-09-25,-0.0311638773289038
2020-09-30,-0.0124030221601686
2020-10-05,0.0094554145321136
2020-10-10,0.0335696913307098
2020-10-15,0.0609468657054702
2020-10-21,0.0924968137658039
2020-10-26,0.129149985626209
2020-10-31,0.1702291715758334
2020-11-05,0.2149947762109784
2020-11-10,0.2584487643189626
2020-11-15,0.2989536881558834
2020-11-20,0.3353954571579697
2020-11-25,0.3675165213268791
2020-11-30,0.3960142334190789
2020-12-05,0.4227203177074584
2020-12-10,0.4477838085958668
2020-12-15,0.4701220841810203
2020-12-20,0.4897030552207927
2020-12-25,0.5082826574557191
2020-12-31,0.5264383076218168
2021-01-06,0.5437830213535867
2021-01-11,0.5598402781460676
2021-01-16,0.576792568803822
2021-01-21,0.5926765023167389
2021-01-26,0.6059734723243133
2021-01-31,0.6132461805721402
2021-02-05,0.622042744266816
2021-02-10,0.6341290025974874
2021-02-15,0.6452360348208699
2021-02-20,0.6501917498136164
2021-02-25,0.6475026489139292
2021-03-02,0.64117753434831
2021-03-07,0.6340869581916119
2021-03-12,0.6234097735626019
2021-03-18,0.6072106793894161
2021-03-23,0.5886077622471776
2021-03-28,0.568336833715435
2021-04-02,0.5447291583927816
2021-04-07,0.5176379170070486
2021-04-12,0.4841460224798271
2021-04-17,0.4495678515130172
2021-04-22,0.4161609594316218
2021-04-27,0.3837520315752617
2021-05-02,0.3501478376294002
2021-05-07,0.3158295955572082
2021-05-12,0.2830600149589483
2021-05-17,0.2516157984949352
2021-05-22,0.2221235784726469
2021-05-28,0.1948173227882374
2021-06-02,0.1678904838210447
2021-06-07,0.1407108957440001
2021-06-12,0.1174845075026638
2021-06-17,0.0964815856922696
2021-06-22,0.0765324115006844
2021-06-27,0.0582961201985953
2021-07-02,0.041904171662672
2021-07-07,0.0266811144966999
2021-07-12,0.014439288416617
2021-07-17,0.0027589508105532
2021-07-22,-0.0100676096973501
2021-07-27,-0.023864397878814
2021-08-01,-0.0365538960369406
2021-08-06,-0.0479073077892106
2021-08-12,-0.057122634800696
2021-08-17,-0.0635580318946379
2021-08-22,-0.0665768254079153
2021-08-27,-0.0658329635054643
2021-09-01,-0.0607715600123431
2021-09-06,-0.0525988446269664
2021-09-11,-0.0414173684647702
2021-09-16,-0.0268868890243421
2021-09-21,-0.0094925977151684
2021-09-26,0.0114788381963617
2021-10-01,0.0349787477939938
2021-10-06,0.0588531611708862
2021-10-11,0.0829536127896909
2021-10-16,0.1078201552003994
2021-10-22,0.1347343670551274
2021-10-27,0.1620386058492182
2021-11-01,0.187479755140206
2021-11-06,0.210231476002311
2021-11-11,0.2296853053793022
2021-11-16,0.249026240613584
2021-11-21,0.2686381717816689
2021-11-26,0.2906840327473684
2021-12-01,0.3151545492628949
2021-12-06,0.3411569974057363
2021-12-11,0.3698737144813006
2021-12-16,0.4016702575502557
2021-12-21,0.4364336979931363
2021-12-26,0.4719240722504934
2022-01-01,0.5068895464928164
2022-01-06,0.5388575510964301
2022-01-11,0.5673609949495766
2022-01-16,0.5920773479850573
2022-01-21,0.6104545975105303
2022-01-26,0.6240962316636778
2022-01-31,0.630893436470899
2022-02-05,0.6362090974320156
2022-02-10,0.6386815377678526
2022-02-15,0.6361773443382804
2022-02-20,0.6313727064972674
2022-02-25,0.6268091560028538
2022-03-02,0.6232785636424262
2022-03-07,0.6189066694434229
2022-03-12,0.6124544476917819
2022-03-18,0.6040561681199097
2022-03-23,0.5942619246334471
2022-03-28,0.5815599286506937
2022-04-02,0.5678318009319592
2022-04-07,0.5510040834185491
2022-04-12,0.5330794878625926
2022-04-17,0.5146025056966181
2022-04-22,0.4950645530311175
2022-04-27,0.4726393443017173
2022-05-02,0.4482083381503827
2022-05-07,0.4223451502506149
2022-05-12,0.3958694568947918
2022-05-17,0.3681395163364274
2022-05-22,0.3372715271603039
2022-05-28,0.305296006623537
2022-06-02,0.2733960591393951
2022-06-07,0.2426195885162788
2022-06-12,0.2133676542559733
2022-06-17,0.187122438024602
2022-06-22,0.1634238130154432
2022-06-27,0.1417253226207841
2022-07-02,0.1212303468798804
2022-07-07,0.1026087002390817
2022-07-12,0.0853184597842974
2022-07-17,0.0709001590938599
2022-07-22,0.0577543093339675
2022-07-27,0.0475424144061269
2022-08-01,0.0403235329960799
2022-08-06,0.0353151633753128
2022-08-12,0.0353655770140905
2022-08-17,0.0314243923284008
2022-08-22,0.0289462374699934
2022-08-27,0.0261870539413264
2022-09-01,0.0318283478778275
2022-09-06,0.043051730538868
2022-09-11,0.0532762008640375
2022-09-16,0.0648910412498803
2022-09-21,0.0759225521357741
2022-09-26,0.0830711699138642
2022-10-01,0.0961290005116436
2022-10-06,0.1150224532900484
2022-10-11,0.137234612895957
2022-10-16,0.1642713896238973
2022-10-22,0.1960044092670042
2022-10-27,0.2326191998770284
2022-11-01,0.2719797797953982
2022-11-06,0.3131186708699687
2022-11-11,0.3528306120440703
2022-11-16,0.3900135365231384
2022-11-21,0.4242189965020822
2022-11-26,0.4518422142573444
2022-12-01,0.4757744365375154
2022-12-06,0.495900148966311
2022-12-11,0.5138792350376321
2022-12-16,0.5294371994267794
2022-12-21,0.544339036642338
2022-12-26,0.5572764399258757
2023-01-01,0.5664942234063398
2023-01-06,0.5721172188037501
2023-01-11,0.5772351038449842
2023-01-16,0.5820092728514819
2023-01-21,0.5851844270795931
2023-01-26,0.5881043671096883
2023-01-31,0.5894081056977413
2023-02-05,0.5907295739583824
2023-02-10,0.5926827081331045
2023-02-15,0.5953969425890719
2023-02-20,0.5995708281500751
2023-02-25,0.6055007270243151
2023-03-02,0.6113557854770288
2023-03-07,0.6167475797380815
2023-03-12,0.6192087375550007
2023-03-18,0.6156339804681059
2023-03-23,0.6065455537820988
2023-03-28,0.5933203471454387
2023-04-02,0.5741218440159275
2023-04-07,0.5486609223044637
2023-04-12,0.5181950614096132
2023-04-17,0.4852044244609116
2023-04-22,0.4525688119234351
2023-04-27,0.422097270982772
2023-05-02,0.3929152900636056
2023-05-07,0.3636043315943167
2023-05-12,0.3354199356558542
2023-05-17,0.3077645079898203
2023-05-22,0.2796122961045638
2023-05-28,0.2522366128495692
2023-06-02,0.2256101957287765
2023-06-07,0.2002185464424895
2023-06-12,0.1749343439712141
2023-06-17,0.1518091881093355
2023-06-22,0.1314367255265075
2023-06-27,0.111745816725987
2023-07-02,0.0948301662423568
2023-07-07,0.0816274729283974
2023-07-12,0.0697827932381185
2023-07-17,0.0590226230536027
2023-07-22,0.0481416807872691
2023-07-27,0.0374070751185023
2023-08-01,0.02716380634126
2023-08-06,0.017738283157972
2023-08-12,0.0093874694621042
2023-08-17,0.0006883887994978
2023-08-22,-0.0080386869902669
2023-08-27,-0.0136814806657231
2023-09-01,-0.0150882961397641
2023-09-06,-0.0130116834577524
2023-09-11,-0.0059721801795093
2023-09-16,-0.003678868275609
2023-09-21,0.0042337716889294
2023-09-26,0.0127430664202233
2023-10-01,0.0221058591430866
2023-10-06,0.0345301707010635
2023-10-11,0.0508752136082934
2023-10-16,0.0721744372925571
2023-10-22,0.0976062002862933
2023-10-27,0.1247479759794568
2023-11-01,0.1525872423361209
2023-11-06,0.1834676517641656
2023-11-11,0.2148866226224365
2023-11-16,0.2433437124750115
2023-11-21,0.2718795903378571
2023-11-26,0.2968703007910059
2023-12-01,0.3198354844976934
2023-12-06,0.3411680558257319
2023-12-11,0.3607529744542484
2023-12-16,0.3827011541465219
2023-12-21,0.40710157079469
2023-12-26,0.4329069239336106
2024-01-01,0.4577587533880209
2024-01-06,0.4862670498447987
2024-01-11,0.5185146264756629
2024-01-16,0.5469392047458373
2024-01-21,0.566701411481041
2024-01-26,0.57475251872323
2024-01-31,0.570627555681234
2024-02-05,0.56468686558187
2024-02-10,0.5591855645195424
2024-02-15,0.5507617980046254
2024-02-20,0.5364081067578996
2024-02-25,0.516854794696898
2024-03-01,0.4947484959751531
2024-03-06,0.4727045226119295
2024-03-11,0.4523564523350946
2024-03-17,0.4344749785836841
2024-03-22,0.4205960064313283
2024-03-27,0.4077983374462812
2024-04-01,0.3963093458448105
2024-04-06,0.3866278844515954
2024-04-11,0.3778697020072998
2024-04-16,0.3696775072538882
2024-04-21,0.3603011220693464
2024-04-26,0.3453715224447438
2024-05-01,0.3258282948353361
2024-05-06,0.3035232203677375
2024-05-11,0.2781488870329479
