datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,sealevelpressure,cloudcover,visibility,solarradiation,uvindex
2022-09-14,21.9,10.1,15.3,7,60.7,0,0,1029.1,28.2,10.3,224.5,8
2022-09-15,25.1,8.1,16,5.7,55.8,0,0,1027.8,5.1,10.2,239.2,8
2022-09-16,27.5,10.3,19.1,2.9,37.9,0,0,1024.9,27.6,10.2,199.3,7
2022-09-17,27.2,11.5,18.8,0.9,33.3,0,0,1021.3,8.1,10.2,221.4,9
2022-09-18,28.3,10.3,19.6,-1.3,28,0,0,1018,2.9,10.2,251.8,8
2022-09-19,29,13.8,21.1,1,26.9,0,0,1015.8,25.6,10.2,209.4,8
2022-09-20,23.8,8.7,15.5,2.7,47.6,0.1,100,1019.3,52.9,10.2,228.8,9
2022-09-21,20.9,11,14.9,7,61.6,0.1,100,1021,67.2,10.2,147.6,7
2022-09-22,23.3,12,16.5,6.9,57.4,0,0,1022.3,43.4,9.5,253.3,9
2022-09-23,27.4,8.7,19.1,0.8,32.8,0,0,1023.3,0,10.2,261.4,9
2022-09-24,28.4,14.6,20.9,6.4,42.6,3.314,100,1023.9,2.7,10.2,261.4,9
2022-09-25,28.5,13.4,21.7,8.7,46,1.325,100,1021.8,0.2,11.4,254.6,8
2022-09-26,29,12.8,21.6,3.3,32.7,0,0,1020.8,0.4,10.2,249.7,8
2022-09-27,30,13.4,21.7,2.9,31.5,0,0,1024.4,11.1,10.1,247.4,8
2022-09-28,27,13.2,19.6,6.8,45.5,0,0,1027.5,0.9,10.2,256.8,9
2022-09-29,26,11.2,18.5,6.8,50.2,0,0,1025.4,0.2,10.2,266,9
2022-09-30,28.3,10.4,19.1,4.1,42.4,0,0,1022.6,0,10.2,281.1,9
2022-10-01,30,11.5,20.9,4.8,38.3,0,0,1023.9,5.6,10.2,277.4,9
2022-10-02,32,13.5,22.5,4.7,34.5,0,0,1024.3,4.4,10.2,283.3,9
2022-10-03,33.9,13.5,23.3,4.6,33.6,0,0,1021.7,7.7,10.2,274.8,9
2022-10-04,33.8,16.3,24.3,2.8,27.4,0,0,1020.1,15.8,10.2,267.3,9
2022-10-05,29,16.9,21.9,9.2,47.2,0,0,1023.1,6.5,10.2,285.8,10
2022-10-06,32,13.6,22.3,3.4,34,0,0,1022.6,0.3,10.2,276.9,9
2022-10-07,31.8,15.1,23.1,4.2,32.2,0.1,100,1023.9,14.9,10.2,250.1,9
2022-10-08,26.9,15.8,20.7,9.1,50.1,0.5,100,1026.6,22.2,10.2,170.8,7
2022-10-09,29.9,12.4,21.1,2.7,35,0.3,100,1026.8,39.7,10.2,228.7,9
2022-10-10,31.9,15.1,23.2,2.3,27.8,0,0,1027.1,35.1,10.2,252.1,9
2022-10-11,29.8,14.1,21.8,6.1,41.7,0,0,1027.2,19.6,10.1,268.3,9
2022-10-12,31.1,14.3,22.6,4.2,33.4,0,0,1025.2,28.6,10.2,277,9
2022-10-13,30.3,15.2,22.8,5.8,36.2,0.3,100,1024.6,35.1,10.2,289.9,9
2022-10-14,30.2,14.2,22.7,4.1,33.3,0,0,1023.1,15.9,10.1,274.2,9
2022-10-15,30.9,16.9,22.3,7.1,40.2,0,0,1021.4,40.1,10.2,268.5,9
2022-10-16,25.9,14.9,19.5,9.2,53.5,0,0,1022.5,69.7,10,230.9,8
2022-10-17,22.7,14,18,10.1,61.1,0,0,1025.4,66.4,10.2,130.3,7
2022-10-18,23.8,15.1,19.1,10.7,59.4,0.202,100,1026.2,72.3,10.1,158.2,7
2022-10-19,25.9,15,17.8,11.3,67.9,5.965,100,1025.7,61.2,9.5,167.4,7
2022-10-20,28.1,13.3,19.3,11.2,63,0.5,100,1024.4,41.8,10,254.6,10
2022-10-21,28.3,14.7,21,9.7,52.4,0.133,100,1024.9,81.9,10.1,231.3,10
2022-10-22,25.2,15.5,19,12.5,67.4,6.039,100,1024.4,58.2,10.6,138.2,6
2022-10-23,24.8,14.5,18.9,11.7,65.5,0.733,100,1024.2,65.8,9.9,219.8,10
2022-10-24,24.8,13.3,18,11.3,66.3,2,100,1021.5,57.3,10.1,196.4,10
2022-10-25,27.7,12.2,19.7,9.5,57.8,5.188,100,1018.6,20.9,9.8,288.7,10
2022-10-26,30.3,14.2,21.8,1.6,27.9,0,0,1020.2,61.3,10.2,275.7,9
2022-10-27,22.6,14.1,18.2,11.6,67.8,21.067,100,1023.2,48.6,10,229.7,9
2022-10-28,26,12.1,18.3,9.9,63.1,22.8,100,1022.5,47.5,10.1,317.1,10
2022-10-29,22,12,16.2,10.7,72,6,100,1022.9,62.8,10,187.8,8
2022-10-30,24,11.1,17.9,11.5,68.1,0,0,1020.2,63.1,10.2,260.2,9
2022-10-31,26.9,14,18.3,12.5,70.9,0.4,100,1020.9,59,10,192.9,10
2022-11-01,21.3,12.8,16.8,11.9,73.7,0.597,100,1025.6,76,9.2,255.6,10
2022-11-02,18.5,12.1,14.8,12,83.6,3.051,100,1025.1,90.3,9.2,98.5,5
2022-11-03,20.1,13.2,16,13.2,83.7,0.4,100,1020.9,89.3,9,92.2,3
2022-11-04,21.3,12.1,15.3,12.3,83.3,10.952,100,1019.5,59.9,9.7,137.1,5
2022-11-05,26,11.3,18.6,12,68.3,1.1,100,1019.5,28.3,10.2,306.1,10
2022-11-06,26.4,12.2,19.3,12.5,66.8,0.2,100,1021.4,32.5,10.2,340,10
2022-11-07,18.5,14.8,16.1,14.1,88.4,11.349,100,1022.4,77,10,55.6,2
2022-11-08,18.5,13.1,15.8,14.1,89.9,24.793,100,1018.9,66.1,9.4,73.5,6
2022-11-09,25.8,11.3,18.5,10.8,65.4,3.313,100,1018.7,26.5,9.7,274,9
2022-11-10,26,14.2,19.6,11.5,61.8,0.067,100,1020.3,29.9,10.4,198.8,10
2022-11-11,17,13,15.1,12.8,86.4,13.64,100,1023.7,88.6,9.6,26.1,1
2022-11-12,20.7,13,16.7,14.7,88.4,0.867,100,1022.2,71.9,8.9,93,4
2022-11-13,18.1,13.3,15.7,14.1,90.1,56.505,100,1020.5,67.7,9.4,73.6,4
2022-11-14,23,12.2,16.7,11.2,72.4,0.1,100,1024.5,62.1,9.7,201.2,9
2022-11-15,24.1,13,18,11.5,67.2,0.2,100,1023.7,51.2,10.5,242.6,9
2022-11-16,27,14.3,20.7,12.1,60.6,0,0,1020.2,28.8,10.5,297.9,10
2022-11-17,29.2,14.5,21,12.5,61.1,0.1,100,1020.3,28.1,10.5,262,10
2022-11-18,29.9,15.5,23.1,11.9,52.6,0,0,1020.2,35.3,10.5,277.1,9
2022-11-19,26,15.9,20.6,12,59.3,0.54,100,1020.1,39.5,10.6,239,10
2022-11-20,27.9,13.3,20.1,3.4,38.1,0,0,1021,21.6,10.5,347.6,10
2022-11-21,23.9,13.1,18.1,11.3,65.9,0,0,1021.4,55.5,10.4,261.9,10
2022-11-22,23,14.1,17.7,12.3,71.8,6.3,100,1020.5,54.5,10.4,197.8,7
2022-11-23,26.5,13.2,19.6,12.1,65.3,0.7,100,1020.9,49.2,10.4,236.7,9
2022-11-24,27.1,15.3,21.1,12.9,62.1,0.1,100,1020.6,38.6,10.9,269.7,10
2022-11-25,28.6,15.1,20.3,12.5,63.3,26.663,100,1021,46.5,10.5,291.2,10
2022-11-26,24,12.2,18.5,12.5,69.4,8.373,100,1020.8,64.1,10.5,256.3,8
2022-11-27,22.9,12,16.7,11,70.9,15.369,100,1018.2,48.3,10.4,230.1,10
2022-11-28,22.8,13.1,17,11,68.9,1.2,100,1019.9,40.3,10.4,197.8,7
2022-11-29,24.9,13.1,18,10.7,65.4,0,0,1021.8,62.5,10.5,211.4,7
2022-11-30,28.3,12.3,20,11.1,60.8,0,0,1021.7,20.9,10.6,350.3,10
2022-12-01,27.9,14.1,21.1,11.1,56.8,0,0,1020.3,36.4,10.5,258.1,10
2022-12-02,27.9,14.2,21.2,11.8,57.1,0.1,100,1016.9,42.9,10.5,317.8,10
2022-12-03,28.6,16.1,21.9,12.6,58,0.265,100,1015.6,30.9,10.5,222,10
2022-12-04,29.9,14.4,22.5,12.6,56.2,0,0,1017.3,16.4,10.3,334.5,10
2022-12-05,20.9,14.3,16.7,13.3,81.1,12.313,100,1017.7,36.4,10,92,4
2022-12-06,26.3,13.1,18.3,13.3,75.5,10.698,100,1018,48.6,9.8,332.2,10
2022-12-07,24.5,12.8,17.2,11.4,71,6.686,100,1021.7,53,10.5,291.3,10
2022-12-08,26.7,12.9,18.9,12.4,69.4,6.627,100,1023.7,53.4,10.5,239,9
2022-12-09,23.5,14.1,18.5,14.3,78.2,0.133,100,1025.3,66.5,10.6,145.9,7
2022-12-10,25,15.1,19.4,14.1,73.5,4.1,100,1021.7,45.9,10.4,245.5,8
2022-12-11,25,16.1,20.3,14.8,72.2,0.067,100,1021.1,52.3,10.3,214.3,7
2022-12-12,20.7,17,18,16.2,89.4,6.74,100,1023.3,76.5,10,78.9,3
2022-12-13,21.7,16.1,18.2,15.6,85.2,18.228,100,1023.3,63.1,9.9,140.1,7
2022-12-14,23.7,15.5,19.3,15.1,77.9,0.1,100,1021.6,61.6,10.5,177.4,7
2022-12-15,27.4,15.2,20.9,14.4,69.1,1.8,100,1018.6,52.4,10.5,266.3,10
2022-12-16,25.1,16,20.4,14.8,71.4,4.7,100,1016.4,71.5,10.4,271.2,10
2022-12-17,25.2,15.2,20.3,13.6,67.2,7.373,100,1013.7,59.6,10.4,193.3,6
2022-12-18,25.9,14.3,20.1,13.3,67.3,0.398,100,1013.7,47.2,10.5,286.5,10
2022-12-19,26.8,16.5,20.7,14.7,70,5.36,100,1014.3,65.6,10.4,209.9,9
2022-12-20,26.1,15.1,19.8,14.6,73.2,0.27,100,1014.5,33.3,10.4,281.4,9
2022-12-21,24.9,15.2,18.6,14.4,77.7,30.616,100,1020.6,65.6,10.3,173.8,8
2022-12-22,24,13.9,18.1,11.8,68.4,0.2,100,1024.6,65.3,10.5,244.5,9
2022-12-23,26.8,13.4,20.2,11.9,60.8,0,0,1022.4,22.1,10.9,255.1,9
2022-12-24,26.7,13.8,21,9.9,51.5,0,0,1020,39.8,11.6,330.5,10
2022-12-25,29,14.9,22.3,9.8,48.9,0,0,1017.9,49.7,11.6,292,10
2022-12-26,28,15.2,21.1,13.7,65.8,0.8,100,1020.4,50.3,11.4,269.4,10
2022-12-27,27.7,15.2,21,14.8,69.7,0,0,1024,32.7,11.5,326.5,10
2022-12-28,26.9,16.5,20.8,15.5,73.5,3.712,100,1023.2,61.2,11.5,209.4,8
2022-12-29,22.8,15.2,18.1,14.1,78.1,5.988,100,1021.5,58.6,11.3,114.9,5
2022-12-30,20.1,14.1,16.3,13.9,85.6,10.047,100,1025.1,77.6,12.3,94.3,4
2022-12-31,21.5,13.2,16.7,13.5,82,0.133,100,1026.4,81.6,10.7,109.4,4
2023-01-01,20.2,13.3,16.4,13.5,83.6,0.133,100,1024,68.4,10.9,93.6,5
2023-01-02,24.5,11.3,18.2,11.7,68.5,0,0,1022.2,23.8,11.4,303.3,10
2023-01-03,26.9,13.4,20.3,11.6,60.3,0,0,1020.9,20.8,11.4,300.6,10
2023-01-04,27.9,15.3,21.3,13.7,63.8,0,0,1019,28.7,11.4,277.3,10
2023-01-05,21.9,17.1,18.8,15.7,82.7,13.628,100,1016.6,63.1,11.1,145.7,8
2023-01-06,25.5,14,18.6,14.2,77.2,10.29,100,1017.7,65.7,10.8,256.4,10
2023-01-07,22.1,12.9,17.3,11.1,68.2,0.067,100,1022.1,76.8,11.6,211.2,6
2023-01-08,23.7,12.2,17.4,11.1,67.3,0,0,1022.6,69.6,11.3,240.8,9
2023-01-09,26.9,14.1,20.3,12.3,64.2,0,0,1023.2,44,11,286.9,9
2023-01-10,29.1,14.3,22.1,10.5,51.2,0,0,1024.7,18.5,11.2,342,10
2023-01-11,30.8,16.4,23.7,9.9,44.8,0,0,1025,15.2,11.7,336.2,10
2023-01-12,29.9,14.7,22.7,6.3,39.1,0,0,1023.6,2,11.3,371.9,10
2023-01-13,28.7,11.6,20.9,7.9,45.8,0,0,1023.4,2.9,11.6,273.9,10
2023-01-14,30.6,14.3,22.4,10.9,51.6,0,0,1023.5,8.2,11.6,365.9,10
2023-01-15,29.1,15.3,22.3,11.2,52.3,0,0,1023.5,11.4,11.6,361.1,10
2023-01-16,28.9,15.3,22.2,10.9,52.3,0,0,1023.7,22.2,11.6,355.5,10
2023-01-17,28,17.1,22.3,11.7,53,0,0,1023.2,53,11.4,204.5,8
2023-01-18,28.5,17.3,22.5,13.5,59.3,0,0,1022.5,55.3,11.5,288.5,8
2023-01-19,26.8,17.9,22.4,14.5,61.6,5.733,100,1021.3,42.3,11.5,247,10
2023-01-20,29.9,17.2,23.6,13.8,57,0.1,100,1019.9,57.5,11.6,230.8,9
2023-01-21,30.9,17.2,23.7,9,44.2,0,0,1018.9,44,11.4,347.3,10
2023-01-22,30.2,15.4,22.8,7.6,41.9,0,0,1017.7,20.3,11.5,355.1,10
2023-01-23,28.7,14.2,21.5,8.8,47.3,0,0,1018.8,9.4,11.3,358.9,10
2023-01-24,29.9,14.1,22.6,8.2,43.9,0,0,1018.5,0.8,11.6,354.5,10
2023-01-25,28.8,15.2,22.1,9.9,48,0,0,1020.1,21.8,11.6,326.5,10
2023-01-26,27.9,15,21.3,11.6,57.2,0,0,1021.4,40.7,11.5,290.1,10
2023-01-27,29.9,14.8,22.2,10.2,50.8,0,0,1019.9,21.3,11.5,316.8,10
2023-01-28,31.7,16.5,24.2,10.5,45.5,0,0,1017.1,35.3,11.4,328,10
2023-01-29,29.8,17,22.9,11.9,52,3,100,1016.9,57.3,10.3,225.3,9
2023-01-30,24.8,15.1,19.3,14.1,73.5,11,100,1022.1,57.5,9.8,208.8,9
2023-01-31,26.8,15.4,19.7,12.7,65.5,28,100,1023.3,61.7,10,245,9
2023-02-01,20.6,16.7,18.4,15.4,82.8,4,100,1023.4,68.7,9.6,86.8,4
2023-02-02,24,16,19.2,15.7,81,0.73,100,1022.4,60,10.6,192.8,10
2023-02-03,25.7,17,19.8,15.8,79.3,19.466,100,1021.8,64.6,11,158.8,8
2023-02-04,25.9,14.1,19.6,13.3,69.5,23.988,100,1021.9,42.5,11.4,240.3,10
2023-02-05,26.9,14.4,20.3,12,61.9,0,0,1020.7,51.5,11,259,10
2023-02-06,28.9,15,21.6,11,54.8,0,0,1019.2,31.4,10,323.1,10
2023-02-07,28.3,15,21.3,11.8,57.7,0,0,1017.9,56.7,11.1,295.9,10
2023-02-08,21.6,17,18.9,14.9,77.8,2.361,100,1017.9,66.6,11,86,4
2023-02-09,21.8,16.7,18.4,15.7,84.4,2,100,1016.9,66.3,9.6,99.8,4
2023-02-10,19.8,16,17.5,16.1,91.3,57.071,100,1016.4,85.4,7.2,91.4,5
2023-02-11,19.7,16.1,17.7,16.2,90.7,23.012,100,1016.9,84,9.8,79.4,3
2023-02-12,26.4,16.3,20.5,15.6,75.7,2.361,100,1017.7,66.6,10.7,200.3,8
2023-02-13,22.2,17,19.4,17.2,87.1,36.768,100,1020.4,60.6,9.9,110.1,5
2023-02-14,24.9,17,20.4,15.8,75.6,0.2,100,1019.6,64.5,9.8,162.3,6
2023-02-15,25.6,15.2,20.3,15.5,75.7,6.8,100,1016.6,65.9,10.1,169.4,10
2023-02-16,24.4,16.6,20.5,15.8,75.2,2.9,100,1016.1,71.4,8.9,153,8
2023-02-17,22.3,17.1,19.5,15.8,79.4,6.2,100,1016.7,69.3,9.5,115.9,5
2023-02-18,21.7,17.1,19,16.5,85.5,1.725,100,1016.1,77.6,10.1,74.6,3
2023-02-19,24.9,17.1,20.1,16.4,80.4,0.663,100,1014.8,67.4,9.9,187.1,9
2023-02-20,25.8,15.4,18.8,15.1,80.6,2.651,100,1013.9,54.9,10.6,201.7,10
2023-02-21,27.2,13.3,19.9,7.6,50.9,0,0,1020.5,11.1,11.1,345,10
2023-02-22,24.9,13.8,19.4,11.6,62.4,0,0,1025.4,50.6,10.6,289.1,10
2023-02-23,27,13.2,20.3,12,62.6,0.337,100,1024.3,25.4,11.4,315.1,10
2023-02-24,29.9,14.1,22.2,11.6,54.7,0,0,1021.7,0.9,11.6,314.6,10
2023-02-25,30,15.3,22.9,11.2,51.1,0,0,1019.3,12.8,11.4,308.2,10
2023-02-26,27.7,15.9,21.3,13.3,61.7,0,0,1022.5,28.3,11.3,268.3,10
2023-02-27,27.6,16,21.2,13.3,62.8,0,0,1023.4,44.6,11.4,280.6,10
2023-02-28,26.9,15.1,20.3,12.7,65.1,0,0,1020.7,35.6,11.6,269.3,10
2023-03-01,26.9,14.1,20.4,11.6,60.2,0,0,1019.7,20.8,11.3,274.7,10
2023-03-02,25.8,14.1,20,11.9,61.8,0,0,1021.2,38.9,11.8,217.5,8
2023-03-03,23.9,15.9,18.9,13.4,71,0,0,1020.5,45.2,10.6,150.7,5
2023-03-04,26,13.3,19.5,13.4,70.4,1.797,100,1019.9,32.9,10.5,205.5,10
2023-03-05,27,15.2,20.8,14.2,68.8,0,0,1020.4,44.1,11.3,234.3,10
2023-03-06,27.6,16,20.8,13.9,66.4,0,0,1020.1,47.3,11.6,190.1,10
2023-03-07,25.8,14.4,19.6,14.5,74.3,0,0,1020.7,61.3,10.5,168.5,9
2023-03-08,26,16.4,20.7,15.4,73.5,0.663,100,1020.4,27.6,11.3,248.9,10
2023-03-09,29.4,15.4,22.3,10,52.7,0,0,1019.7,9.3,11.4,309.4,10
2023-03-10,29,12.1,20.9,7.2,43.2,0,0,1020.1,13.5,11.2,293.3,10
2023-03-11,28.6,14.4,21.4,12.9,61.9,0,0,1020.6,13.5,11.4,248.5,9
2023-03-12,27,15.6,19.9,12.3,62.9,0,0,1023.1,35.1,11.2,221.4,9
2023-03-13,26.3,14.2,19.9,11.2,60,1.988,100,1024.5,43.9,11.8,284.5,10
2023-03-14,26.7,13.1,19.6,9.4,55.8,0,0,1022.4,21.2,11,287.2,10
2023-03-15,25.5,14.1,19.7,10.6,57.4,0,0,1019.6,59.4,13.1,181.4,7
2023-03-16,24.9,14,19.2,10.4,59.6,0,0,1022.1,41.6,11.5,207,9
2023-03-17,25.8,13,19.5,10.1,56.6,0,0,1021.7,15.4,11.6,254.8,9
2023-03-18,27.2,13.5,20.3,10.5,56.2,0,0,1021.5,10.7,11.5,254.6,9
2023-03-19,30.8,14.4,21.9,9.4,49.6,0,0,1021.8,29.3,10,289.7,9
2023-03-20,29,16.3,21.8,10.9,53.5,0,0,1023.2,19.4,10,260.7,9
2023-03-21,27.1,17,20.8,12.8,63.2,0,0,1022.7,35.6,9.9,214.5,9
2023-03-22,27.8,14.3,20.1,10.5,58.5,0,0,1022.1,40,11,267.3,9
2023-03-23,23.3,13.2,18.3,10.5,62,0,0,1024.1,56.7,11.6,174.7,10
2023-03-24,21,15.7,18.1,12.7,70.8,0.1,100,1025.1,71.7,11.5,88.9,3
2023-03-25,18.2,15.1,16.4,14.6,89.6,16.973,100,1024.3,78.8,11,44.6,2
2023-03-26,24.2,12.5,18.2,12.9,74,0,0,1021.7,39.5,10.6,205.6,9
2023-03-27,23.7,13.1,17.6,12.6,73.9,7.29,100,1023.4,55.4,10.7,177.8,10
2023-03-28,19.3,13.2,15.8,11.7,77.8,0,0,1024.4,73.6,11,131,4
2023-03-29,24.8,11.1,16.2,11.6,76.1,0.2,100,1021.3,27.9,12.7,196.3,9
2023-03-30,24.8,12.6,17.6,11.7,69.8,2.651,100,1020.1,40.4,11.4,203.9,9
2023-03-31,16.1,12.3,14,10.7,81,2.651,100,1022.3,49.3,11.4,62.5,2
2023-04-01,24.6,10.4,16.7,10.5,68.5,0,0,1024.2,26.2,11.5,216.2,8
2023-04-02,24.8,12.5,18.3,12.1,69.8,0,0,1023.9,43,11.5,232.5,9
2023-04-03,23.9,13.9,17.8,12.3,71.8,0.7,100,1021.2,45.4,11,222.6,9
2023-04-04,25,11.2,17.2,8.1,61.6,2.651,100,1021.7,15.8,10.5,255.8,9
2023-04-05,22.9,9.9,15.9,8.9,66.1,0,0,1025.1,29.5,10.3,193.8,8
2023-04-06,24.3,10.3,17.1,8.5,60.4,0,0,1023.2,17.6,11.4,235.5,9
2023-04-07,25.1,12.6,18.6,8.9,56.2,0,0,1019.1,15.7,11.2,222.5,8
2023-04-08,26.8,12.2,19.3,8.3,51.5,0,0,1020.2,12,11.7,222.7,8
2023-04-09,26,13.5,19.4,9.7,56.6,0,0,1021.3,47.9,11.4,199.3,10
2023-04-10,17.9,12.3,14.9,12.3,85.1,14.647,100,1021.1,60.8,11.2,82.8,4
2023-04-11,21.9,6.5,14.4,2.2,51.9,1.619,100,1021.8,9.6,11.2,243.5,8
2023-04-12,22,5.5,14.4,4.9,54.6,2.226,100,1022.4,31.2,11.4,236.5,8
2023-04-13,23.9,9.7,16.7,9.1,63.3,0.135,100,1020.9,17.7,11.3,228.4,8
2023-04-14,24.7,10.5,16.9,3.4,46.1,0.135,100,1021.8,15.1,10.9,234.1,8
2023-04-15,22,7.3,15,6.3,57.6,0,0,1026.9,43.2,10.9,186.5,7
2023-04-16,20.8,10.9,14.4,9.7,75.1,0,0,1026.9,57.1,10.1,164.6,8
2023-04-17,22.7,8.6,14.9,7.3,64.1,0.133,100,1024.5,7.4,11.3,228.5,8
2023-04-18,25,8.4,16.5,3.7,48,0,0,1025.5,0,11.3,223.2,8
2023-04-19,24.9,9.2,16.7,4.5,47.4,0,0,1025.3,1.2,11.4,215.3,8
2023-04-20,23.3,8.6,16.3,4.3,48,0,0,1019.6,1.5,11.4,217.7,8
2023-04-21,23.7,10.7,16.8,5.2,48.3,0,0,1017.3,21.7,11.6,176.8,7
2023-04-22,24.1,10.6,17.5,5.6,47.7,0,0,1019.2,25.3,11.2,198.8,7
2023-04-23,26,9.3,17.5,0.2,35.1,0,0,1020.6,16.3,11.3,213.6,8
2023-04-24,26.8,10.5,18.3,1.7,35.5,0,0,1022.6,42.6,11.6,215.5,8
2023-04-25,25.7,11.5,18.6,7.1,49.2,0,0,1023.6,40.7,11.5,179.8,7
2023-04-26,25.8,12.1,18.7,9.6,58.4,0,0,1023.9,15.1,11.2,198,7
2023-04-27,25.8,12.4,18.9,11.6,64.7,0,0,1024.2,20.7,11.4,179.8,7
2023-04-28,27.3,12.3,19.5,10.3,58.4,0,0,1024.9,21,11.3,166.9,7
2023-04-29,26.8,13.2,18,10.5,64.8,14.715,100,1024.7,23.6,11.4,176.9,7
2023-04-30,25.7,11.2,17.8,9.5,61.2,0.133,100,1023.8,36.2,11.5,205.5,7
2023-05-01,21,13.9,16.3,12.1,77.2,0,0,1024.3,64.5,11.2,100.3,4
2023-05-02,24.3,11.4,17.3,10.5,66.8,0,0,1024.4,30.4,11.6,160.6,7
2023-05-03,25.9,12.5,18.6,9.5,58,0,0,1026,28.8,11.5,184.4,7
2023-05-04,23.8,11.1,16.4,10.2,69.4,0.7,100,1026.7,37.2,11.4,186.9,7
2023-05-05,24.8,11.6,16.9,10.2,68.4,5,100,1024.7,44.4,11.4,189.5,7
2023-05-06,23.6,11.2,16.7,10.1,66.6,0,0,1025,45.4,11.5,166.1,7
2023-05-07,20.8,12,15.1,9.8,72.6,0,0,1026,40.2,11.4,112.5,4
2023-05-08,15.7,7.4,11.1,8.9,86.6,23.196,100,1026.5,59.6,10.5,55.5,2
2023-05-09,18.7,5.3,11.9,6.3,71.2,0,0,1025.2,21.3,11.2,177.4,7
2023-05-10,21,8.2,14,6.8,65.4,0,0,1024.4,19.3,11.4,162.4,7
2023-05-11,22.6,8.5,15.1,4.9,54.2,0,0,1023.3,5.8,11.5,189.8,7
